dataset_game_frame,label
dataset_2_game_00_frame_1304,2
dataset_2_game_00_frame_1305,2
dataset_2_game_00_frame_1306,2
dataset_2_game_00_frame_1307,2
dataset_2_game_00_frame_1308,2
dataset_2_game_00_frame_1309,2
dataset_2_game_00_frame_1310,2
dataset_2_game_00_frame_1311,2
dataset_2_game_00_frame_1312,2
dataset_2_game_00_frame_1313,2
dataset_2_game_00_frame_1314,2
dataset_2_game_00_frame_1315,2
dataset_2_game_00_frame_1316,2
dataset_2_game_00_frame_1317,2
dataset_2_game_00_frame_1318,2
dataset_2_game_00_frame_1319,2
dataset_2_game_01_frame_1,1
dataset_2_game_01_frame_2,1
dataset_2_game_01_frame_3,1
dataset_2_game_01_frame_4,1
dataset_2_game_01_frame_5,1
dataset_2_game_01_frame_6,1
dataset_2_game_01_frame_7,1
dataset_2_game_01_frame_8,1
dataset_2_game_01_frame_9,1
dataset_2_game_01_frame_10,1
dataset_2_game_01_frame_11,1
dataset_2_game_01_frame_12,1
dataset_2_game_01_frame_13,1
dataset_2_game_01_frame_14,1
dataset_2_game_01_frame_15,1
dataset_2_game_01_frame_16,1
dataset_2_game_01_frame_17,1
dataset_2_game_01_frame_18,1
dataset_2_game_01_frame_19,1
dataset_2_game_01_frame_20,1
dataset_2_game_01_frame_21,1
dataset_2_game_01_frame_22,1
dataset_2_game_01_frame_23,1
dataset_2_game_01_frame_24,1
dataset_2_game_01_frame_25,1
dataset_2_game_01_frame_26,1
dataset_2_game_01_frame_27,1
dataset_2_game_01_frame_28,1
dataset_2_game_01_frame_29,1
dataset_2_game_01_frame_30,1
dataset_2_game_01_frame_31,1
dataset_2_game_01_frame_32,1
dataset_2_game_01_frame_33,1
dataset_2_game_01_frame_34,1
dataset_2_game_01_frame_35,1
dataset_2_game_01_frame_36,1
dataset_2_game_01_frame_37,1
dataset_2_game_01_frame_38,1
dataset_2_game_01_frame_39,1
dataset_2_game_01_frame_40,1
dataset_2_game_01_frame_41,1
dataset_2_game_01_frame_42,1
dataset_2_game_01_frame_43,1
dataset_2_game_01_frame_44,1
dataset_2_game_01_frame_45,1
dataset_2_game_01_frame_46,1
dataset_2_game_01_frame_47,1
dataset_2_game_01_frame_48,1
dataset_2_game_01_frame_49,1
dataset_2_game_01_frame_50,1
dataset_2_game_01_frame_51,1
dataset_2_game_01_frame_52,1
dataset_2_game_01_frame_53,1
dataset_2_game_01_frame_54,1
dataset_2_game_01_frame_55,1
dataset_2_game_01_frame_56,1
dataset_2_game_01_frame_57,1
dataset_2_game_01_frame_58,1
dataset_2_game_01_frame_59,1
dataset_2_game_01_frame_60,1
dataset_2_game_01_frame_61,1
dataset_2_game_01_frame_62,1
dataset_2_game_01_frame_63,1
dataset_2_game_01_frame_64,1
dataset_2_game_01_frame_65,1
dataset_2_game_01_frame_66,1
dataset_2_game_01_frame_67,1
dataset_2_game_01_frame_68,1
dataset_2_game_01_frame_69,1
dataset_2_game_01_frame_70,1
dataset_2_game_01_frame_71,1
dataset_2_game_01_frame_72,1
dataset_2_game_01_frame_73,1
dataset_2_game_01_frame_74,1
dataset_2_game_01_frame_75,1
dataset_2_game_01_frame_76,1
dataset_2_game_01_frame_77,1
dataset_2_game_01_frame_78,1
dataset_2_game_01_frame_79,1
dataset_2_game_01_frame_80,1
dataset_2_game_01_frame_81,1
dataset_2_game_01_frame_82,1
dataset_2_game_01_frame_83,1
dataset_2_game_01_frame_84,1
dataset_2_game_01_frame_85,1
dataset_2_game_01_frame_86,1
dataset_2_game_01_frame_87,1
dataset_2_game_01_frame_88,1
dataset_2_game_01_frame_89,1
dataset_2_game_01_frame_90,1
dataset_2_game_01_frame_91,1
dataset_2_game_01_frame_92,1
dataset_2_game_01_frame_93,1
dataset_2_game_01_frame_94,1
dataset_2_game_01_frame_95,1
dataset_2_game_01_frame_96,1
dataset_2_game_01_frame_97,1
dataset_2_game_01_frame_98,1
dataset_2_game_01_frame_99,1
dataset_2_game_01_frame_100,1
dataset_2_game_01_frame_101,1
dataset_2_game_01_frame_102,1
dataset_2_game_01_frame_103,1
dataset_2_game_01_frame_104,1
dataset_2_game_01_frame_105,1
dataset_2_game_01_frame_106,1
dataset_2_game_01_frame_107,1
dataset_2_game_01_frame_108,1
dataset_2_game_01_frame_109,1
dataset_2_game_01_frame_110,1
dataset_2_game_01_frame_111,1
dataset_2_game_01_frame_112,1
dataset_2_game_01_frame_113,1
dataset_2_game_01_frame_114,2
dataset_2_game_01_frame_115,2
dataset_2_game_01_frame_116,2
dataset_2_game_01_frame_117,2
dataset_2_game_01_frame_118,4
dataset_2_game_01_frame_119,4
dataset_2_game_01_frame_120,4
dataset_2_game_01_frame_121,4
dataset_2_game_01_frame_122,4
dataset_2_game_01_frame_123,2
dataset_2_game_01_frame_124,1
dataset_2_game_01_frame_125,1
dataset_2_game_01_frame_126,1
dataset_2_game_01_frame_127,1
dataset_2_game_01_frame_128,1
dataset_2_game_01_frame_129,1
dataset_2_game_01_frame_130,1
dataset_2_game_01_frame_131,1
dataset_2_game_01_frame_132,1
dataset_2_game_01_frame_133,1
dataset_2_game_01_frame_134,1
dataset_2_game_01_frame_135,1
dataset_2_game_01_frame_136,1
dataset_2_game_01_frame_137,1
dataset_2_game_01_frame_138,1
dataset_2_game_01_frame_139,1
dataset_2_game_01_frame_140,2
dataset_2_game_01_frame_141,2
dataset_2_game_01_frame_142,2
dataset_2_game_01_frame_143,2
dataset_2_game_01_frame_144,2
dataset_2_game_01_frame_145,2
dataset_2_game_01_frame_146,2
dataset_2_game_01_frame_147,2
dataset_2_game_01_frame_148,2
dataset_2_game_01_frame_149,4
dataset_2_game_01_frame_150,2
dataset_2_game_01_frame_151,2
dataset_2_game_01_frame_152,2
dataset_2_game_01_frame_153,2
dataset_2_game_01_frame_154,2
dataset_2_game_01_frame_155,2
dataset_2_game_01_frame_156,2
dataset_2_game_01_frame_157,2
dataset_2_game_01_frame_158,2
dataset_2_game_01_frame_159,2
dataset_2_game_01_frame_160,2
dataset_2_game_01_frame_161,2
dataset_2_game_01_frame_162,2
dataset_2_game_01_frame_163,2
dataset_2_game_01_frame_164,2
dataset_2_game_01_frame_165,2
dataset_2_game_01_frame_166,2
dataset_2_game_01_frame_167,2
dataset_2_game_01_frame_168,2
dataset_2_game_01_frame_169,2
dataset_2_game_01_frame_170,2
dataset_2_game_01_frame_171,2
dataset_2_game_01_frame_172,2
dataset_2_game_01_frame_173,2
dataset_2_game_01_frame_174,2
dataset_2_game_01_frame_175,2
dataset_2_game_01_frame_176,2
dataset_2_game_01_frame_177,2
dataset_2_game_01_frame_178,2
dataset_2_game_01_frame_179,2
dataset_2_game_01_frame_180,2
dataset_2_game_01_frame_181,2
dataset_2_game_01_frame_182,2
dataset_2_game_01_frame_183,2
dataset_2_game_01_frame_184,2
dataset_2_game_01_frame_185,2
dataset_2_game_01_frame_186,2
dataset_2_game_01_frame_187,2
dataset_2_game_01_frame_188,2
dataset_2_game_01_frame_189,2
dataset_2_game_01_frame_190,2
dataset_2_game_01_frame_191,2
dataset_2_game_01_frame_192,2
dataset_2_game_01_frame_193,2
dataset_2_game_01_frame_194,2
dataset_2_game_01_frame_195,2
dataset_2_game_01_frame_196,2
dataset_2_game_01_frame_197,2
dataset_2_game_01_frame_198,2
dataset_2_game_01_frame_199,2
dataset_2_game_01_frame_200,2
dataset_2_game_01_frame_201,2
dataset_2_game_01_frame_202,2
dataset_2_game_01_frame_203,2
dataset_2_game_01_frame_204,2
dataset_2_game_01_frame_205,2
dataset_2_game_01_frame_206,2
dataset_2_game_01_frame_207,2
dataset_2_game_01_frame_208,2
dataset_2_game_01_frame_209,2
dataset_2_game_01_frame_210,2
dataset_2_game_01_frame_211,2
dataset_2_game_01_frame_212,2
dataset_2_game_01_frame_213,2
dataset_2_game_01_frame_214,2
dataset_2_game_01_frame_215,2
dataset_2_game_01_frame_216,2
dataset_2_game_01_frame_217,2
dataset_2_game_01_frame_218,2
dataset_2_game_01_frame_219,2
dataset_2_game_01_frame_220,2
dataset_2_game_01_frame_221,2
dataset_2_game_01_frame_222,2
dataset_2_game_01_frame_223,2
dataset_2_game_01_frame_224,2
dataset_2_game_01_frame_225,2
dataset_2_game_01_frame_226,2
dataset_2_game_01_frame_227,2
dataset_2_game_01_frame_228,2
dataset_2_game_01_frame_229,2
dataset_2_game_01_frame_230,2
dataset_2_game_01_frame_231,2
dataset_2_game_01_frame_232,2
dataset_2_game_01_frame_233,2
dataset_2_game_01_frame_234,2
dataset_2_game_01_frame_235,2
dataset_2_game_01_frame_236,2
dataset_2_game_01_frame_237,2
dataset_2_game_01_frame_238,2
dataset_2_game_01_frame_239,2
dataset_2_game_01_frame_240,2
dataset_2_game_01_frame_241,2
dataset_2_game_01_frame_242,2
dataset_2_game_01_frame_243,2
dataset_2_game_01_frame_244,2
dataset_2_game_01_frame_245,2
dataset_2_game_01_frame_246,2
dataset_2_game_01_frame_247,2
dataset_2_game_01_frame_248,2
dataset_2_game_01_frame_249,2
dataset_2_game_01_frame_250,2
dataset_2_game_01_frame_251,2
dataset_2_game_01_frame_252,2
dataset_2_game_01_frame_253,2
dataset_2_game_01_frame_254,2
dataset_2_game_01_frame_255,2
dataset_2_game_01_frame_256,2
dataset_2_game_01_frame_257,2
dataset_2_game_01_frame_258,2
dataset_2_game_01_frame_259,2
dataset_2_game_01_frame_260,2
dataset_2_game_01_frame_261,2
dataset_2_game_01_frame_262,2
dataset_2_game_01_frame_263,2
dataset_2_game_01_frame_264,2
dataset_2_game_01_frame_265,2
dataset_2_game_01_frame_266,2
dataset_2_game_01_frame_267,2
dataset_2_game_01_frame_268,2
dataset_2_game_01_frame_269,2
dataset_2_game_01_frame_270,2
dataset_2_game_01_frame_271,2
dataset_2_game_01_frame_272,2
dataset_2_game_01_frame_273,2
dataset_2_game_01_frame_274,2
dataset_2_game_01_frame_275,2
dataset_2_game_01_frame_276,2
dataset_2_game_01_frame_277,2
dataset_2_game_01_frame_278,2
dataset_2_game_01_frame_279,2
dataset_2_game_01_frame_280,2
dataset_2_game_01_frame_281,2
dataset_2_game_01_frame_282,2
dataset_2_game_01_frame_283,2
dataset_2_game_01_frame_284,2
dataset_2_game_01_frame_285,2
dataset_2_game_01_frame_286,2
dataset_2_game_01_frame_287,2
dataset_2_game_01_frame_288,2
dataset_2_game_01_frame_289,2
dataset_2_game_01_frame_290,2
dataset_2_game_01_frame_291,2
dataset_2_game_01_frame_292,2
dataset_2_game_01_frame_293,2
dataset_2_game_01_frame_294,2
dataset_2_game_01_frame_295,2
dataset_2_game_01_frame_296,2
dataset_2_game_01_frame_297,2
dataset_2_game_01_frame_298,2
dataset_2_game_01_frame_299,2
dataset_2_game_01_frame_300,2
dataset_2_game_01_frame_301,2
dataset_2_game_01_frame_302,2
dataset_2_game_01_frame_303,2
dataset_2_game_01_frame_304,2
dataset_2_game_01_frame_305,0
dataset_2_game_01_frame_306,0
dataset_2_game_01_frame_307,0
dataset_2_game_01_frame_308,0
dataset_2_game_01_frame_309,0
dataset_2_game_01_frame_310,0
dataset_2_game_01_frame_311,0
dataset_2_game_01_frame_312,0
dataset_2_game_01_frame_313,0
dataset_2_game_01_frame_314,0
dataset_2_game_01_frame_315,0
dataset_2_game_01_frame_316,0
dataset_2_game_01_frame_317,0
dataset_2_game_01_frame_318,0
dataset_2_game_01_frame_319,0
dataset_2_game_01_frame_320,0
dataset_2_game_01_frame_321,0
dataset_2_game_01_frame_322,0
dataset_2_game_01_frame_323,0
dataset_2_game_01_frame_324,0
dataset_2_game_01_frame_325,0
dataset_2_game_01_frame_326,0
dataset_2_game_01_frame_327,0
dataset_2_game_01_frame_328,0
dataset_2_game_01_frame_329,0
dataset_2_game_01_frame_330,0
dataset_2_game_01_frame_331,0
dataset_2_game_01_frame_332,0
dataset_2_game_01_frame_333,0
dataset_2_game_01_frame_334,0
dataset_2_game_01_frame_335,0
dataset_2_game_01_frame_336,0
dataset_2_game_01_frame_337,0
dataset_2_game_01_frame_338,0
dataset_2_game_01_frame_339,2
dataset_2_game_01_frame_340,2
dataset_2_game_01_frame_341,2
dataset_2_game_01_frame_342,2
dataset_2_game_01_frame_343,2
dataset_2_game_01_frame_344,2
dataset_2_game_01_frame_345,2
dataset_2_game_01_frame_346,2
dataset_2_game_01_frame_347,2
dataset_2_game_01_frame_348,2
dataset_2_game_01_frame_349,2
dataset_2_game_01_frame_350,2
dataset_2_game_01_frame_351,2
dataset_2_game_01_frame_352,2
dataset_2_game_01_frame_353,2
dataset_2_game_01_frame_354,2
dataset_2_game_01_frame_355,2
dataset_2_game_01_frame_356,2
dataset_2_game_01_frame_357,2
dataset_2_game_01_frame_358,2
dataset_2_game_01_frame_359,2
dataset_2_game_01_frame_360,2
dataset_2_game_01_frame_361,2
dataset_2_game_01_frame_362,2
dataset_2_game_01_frame_363,2
dataset_2_game_01_frame_364,2
dataset_2_game_01_frame_365,2
dataset_2_game_01_frame_366,2
dataset_2_game_01_frame_367,2
dataset_2_game_01_frame_368,2
dataset_2_game_01_frame_369,2
dataset_2_game_01_frame_370,2
dataset_2_game_01_frame_371,2
dataset_2_game_01_frame_372,2
dataset_2_game_01_frame_373,2
dataset_2_game_01_frame_374,2
dataset_2_game_01_frame_375,2
dataset_2_game_01_frame_376,2
dataset_2_game_01_frame_377,2
dataset_2_game_01_frame_378,2
dataset_2_game_01_frame_379,2
dataset_2_game_01_frame_380,2
dataset_2_game_01_frame_381,2
dataset_2_game_01_frame_382,2
dataset_2_game_01_frame_383,2
dataset_2_game_01_frame_384,2
dataset_2_game_01_frame_385,2
dataset_2_game_01_frame_386,2
dataset_2_game_01_frame_387,2
dataset_2_game_01_frame_388,2
dataset_2_game_01_frame_389,2
dataset_2_game_01_frame_390,2
dataset_2_game_01_frame_391,2
dataset_2_game_01_frame_392,2
dataset_2_game_01_frame_393,2
dataset_2_game_01_frame_394,2
dataset_2_game_01_frame_395,2
dataset_2_game_01_frame_396,2
dataset_2_game_01_frame_397,2
dataset_2_game_01_frame_398,2
dataset_2_game_01_frame_399,2
dataset_2_game_01_frame_400,2
dataset_2_game_01_frame_401,2
dataset_2_game_01_frame_402,2
dataset_2_game_01_frame_403,2
dataset_2_game_01_frame_404,2
dataset_2_game_01_frame_405,2
dataset_2_game_01_frame_406,2
dataset_2_game_01_frame_407,2
dataset_2_game_01_frame_408,2
dataset_2_game_01_frame_409,2
dataset_2_game_01_frame_410,2
dataset_2_game_01_frame_411,2
dataset_2_game_01_frame_412,2
dataset_2_game_01_frame_413,2
dataset_2_game_01_frame_414,2
dataset_2_game_01_frame_415,2
dataset_2_game_01_frame_416,2
dataset_2_game_01_frame_417,2
dataset_2_game_01_frame_418,2
dataset_2_game_01_frame_419,2
dataset_2_game_01_frame_420,2
dataset_2_game_01_frame_421,2
dataset_2_game_01_frame_422,2
dataset_2_game_01_frame_423,2
dataset_2_game_01_frame_424,2
dataset_2_game_01_frame_425,2
dataset_2_game_01_frame_426,2
dataset_2_game_01_frame_427,2
dataset_2_game_01_frame_428,0
dataset_2_game_01_frame_429,0
dataset_2_game_01_frame_430,0
dataset_2_game_01_frame_431,0
dataset_2_game_01_frame_432,0
dataset_2_game_01_frame_433,0
dataset_2_game_01_frame_434,0
dataset_2_game_01_frame_435,0
dataset_2_game_01_frame_436,0
dataset_2_game_01_frame_437,0
dataset_2_game_01_frame_438,0
dataset_2_game_01_frame_439,0
dataset_2_game_01_frame_440,0
dataset_2_game_01_frame_441,2
dataset_2_game_01_frame_442,2
dataset_2_game_01_frame_443,2
dataset_2_game_01_frame_444,2
dataset_2_game_01_frame_445,2
dataset_2_game_01_frame_446,2
dataset_2_game_01_frame_447,2
dataset_2_game_01_frame_448,2
dataset_2_game_01_frame_449,2
dataset_2_game_01_frame_450,2
dataset_2_game_01_frame_451,2
dataset_2_game_01_frame_452,2
dataset_2_game_01_frame_453,2
dataset_2_game_01_frame_454,0
dataset_2_game_01_frame_455,0
dataset_2_game_01_frame_456,0
dataset_2_game_01_frame_457,0
dataset_2_game_01_frame_458,0
dataset_2_game_01_frame_459,0
dataset_2_game_01_frame_460,0
dataset_2_game_01_frame_461,0
dataset_2_game_01_frame_462,0
dataset_2_game_01_frame_463,0
dataset_2_game_01_frame_464,0
dataset_2_game_01_frame_465,0
dataset_2_game_01_frame_466,0
dataset_2_game_01_frame_467,0
dataset_2_game_01_frame_468,2
dataset_2_game_01_frame_469,2
dataset_2_game_01_frame_470,2
dataset_2_game_01_frame_471,2
dataset_2_game_01_frame_472,2
dataset_2_game_01_frame_473,2
dataset_2_game_01_frame_474,2
dataset_2_game_01_frame_475,2
dataset_2_game_01_frame_476,2
dataset_2_game_01_frame_477,2
dataset_2_game_01_frame_478,2
dataset_2_game_01_frame_479,2
dataset_2_game_01_frame_480,2
dataset_2_game_01_frame_481,2
dataset_2_game_01_frame_482,2
dataset_2_game_01_frame_483,2
dataset_2_game_01_frame_484,2
dataset_2_game_01_frame_485,2
dataset_2_game_01_frame_486,2
dataset_2_game_01_frame_487,2
dataset_2_game_01_frame_488,2
dataset_2_game_01_frame_489,2
dataset_2_game_01_frame_490,2
dataset_2_game_01_frame_491,2
dataset_2_game_01_frame_492,2
dataset_2_game_01_frame_493,2
dataset_2_game_01_frame_494,2
dataset_2_game_01_frame_495,2
dataset_2_game_01_frame_496,2
dataset_2_game_01_frame_497,2
dataset_2_game_01_frame_498,2
dataset_2_game_01_frame_499,2
dataset_2_game_01_frame_500,2
dataset_2_game_01_frame_501,2
dataset_2_game_01_frame_502,2
dataset_2_game_01_frame_503,2
dataset_2_game_01_frame_504,2
dataset_2_game_01_frame_505,2
dataset_2_game_01_frame_506,2
dataset_2_game_01_frame_507,2
dataset_2_game_01_frame_508,2
dataset_2_game_01_frame_509,2
dataset_2_game_01_frame_510,2
dataset_2_game_01_frame_511,2
dataset_2_game_01_frame_512,2
dataset_2_game_01_frame_513,2
dataset_2_game_01_frame_514,2
dataset_2_game_01_frame_515,2
dataset_2_game_01_frame_516,0
dataset_2_game_01_frame_517,0
dataset_2_game_01_frame_518,0
dataset_2_game_01_frame_519,0
dataset_2_game_01_frame_520,0
dataset_2_game_01_frame_521,0
dataset_2_game_01_frame_522,0
dataset_2_game_01_frame_523,0
dataset_2_game_01_frame_524,0
dataset_2_game_01_frame_525,0
dataset_2_game_01_frame_526,0
dataset_2_game_01_frame_527,0
dataset_2_game_01_frame_528,0
dataset_2_game_01_frame_529,0
dataset_2_game_01_frame_530,0
dataset_2_game_01_frame_531,0
dataset_2_game_01_frame_532,0
dataset_2_game_01_frame_533,0
dataset_2_game_01_frame_534,0
dataset_2_game_01_frame_535,0
dataset_2_game_01_frame_536,0
dataset_2_game_01_frame_537,0
dataset_2_game_01_frame_538,0
dataset_2_game_01_frame_539,0
dataset_2_game_01_frame_540,0
dataset_2_game_01_frame_541,0
dataset_2_game_01_frame_542,0
dataset_2_game_01_frame_543,0
dataset_2_game_01_frame_544,0
dataset_2_game_01_frame_545,0
dataset_2_game_01_frame_546,0
dataset_2_game_01_frame_547,0
dataset_2_game_01_frame_548,0
dataset_2_game_01_frame_549,0
dataset_2_game_01_frame_550,0
dataset_2_game_01_frame_551,0
dataset_2_game_01_frame_552,0
dataset_2_game_01_frame_553,0
dataset_2_game_01_frame_554,0
dataset_2_game_01_frame_555,0
dataset_2_game_01_frame_556,0
dataset_2_game_01_frame_557,0
dataset_2_game_01_frame_558,0
dataset_2_game_01_frame_559,0
dataset_2_game_01_frame_560,0
dataset_2_game_01_frame_561,0
dataset_2_game_01_frame_562,0
dataset_2_game_01_frame_563,0
dataset_2_game_01_frame_564,0
dataset_2_game_01_frame_565,0
dataset_2_game_01_frame_566,0
dataset_2_game_01_frame_567,0
dataset_2_game_01_frame_568,0
dataset_2_game_01_frame_569,0
dataset_2_game_01_frame_570,0
dataset_2_game_01_frame_571,0
dataset_2_game_01_frame_572,0
dataset_2_game_01_frame_573,0
dataset_2_game_01_frame_574,0
dataset_2_game_01_frame_575,0
dataset_2_game_01_frame_576,0
dataset_2_game_01_frame_577,0
dataset_2_game_01_frame_578,0
dataset_2_game_01_frame_579,0
dataset_2_game_01_frame_580,0
dataset_2_game_01_frame_581,0
dataset_2_game_01_frame_582,0
dataset_2_game_01_frame_583,0
dataset_2_game_01_frame_584,0
dataset_2_game_01_frame_585,0
dataset_2_game_01_frame_586,0
dataset_2_game_01_frame_587,0
dataset_2_game_01_frame_588,0
dataset_2_game_01_frame_589,0
dataset_2_game_01_frame_590,0
dataset_2_game_01_frame_591,0
dataset_2_game_01_frame_592,0
dataset_2_game_01_frame_593,0
dataset_2_game_01_frame_594,0
dataset_2_game_01_frame_595,0
dataset_2_game_01_frame_596,0
dataset_2_game_01_frame_597,0
dataset_2_game_01_frame_598,0
dataset_2_game_01_frame_599,0
dataset_2_game_01_frame_600,0
dataset_2_game_01_frame_601,0
dataset_2_game_01_frame_602,0
dataset_2_game_01_frame_603,0
dataset_2_game_01_frame_604,0
dataset_2_game_01_frame_605,0
dataset_2_game_01_frame_606,0
dataset_2_game_01_frame_607,0
dataset_2_game_01_frame_608,0
dataset_2_game_01_frame_609,0
dataset_2_game_01_frame_610,0
dataset_2_game_01_frame_611,0
dataset_2_game_01_frame_612,0
dataset_2_game_01_frame_613,0
dataset_2_game_01_frame_614,0
dataset_2_game_01_frame_615,0
dataset_2_game_01_frame_616,0
dataset_2_game_01_frame_617,0
dataset_2_game_01_frame_618,0
dataset_2_game_01_frame_619,0
dataset_2_game_01_frame_620,0
dataset_2_game_01_frame_621,0
dataset_2_game_01_frame_622,0
dataset_2_game_01_frame_623,0
dataset_2_game_01_frame_624,0
dataset_2_game_01_frame_625,0
dataset_2_game_01_frame_626,0
dataset_2_game_01_frame_627,0
dataset_2_game_01_frame_628,0
dataset_2_game_01_frame_629,0
dataset_2_game_01_frame_630,0
dataset_2_game_01_frame_631,0
dataset_2_game_01_frame_632,0
dataset_2_game_01_frame_633,0
dataset_2_game_01_frame_634,0
dataset_2_game_01_frame_635,0
dataset_2_game_01_frame_636,0
dataset_2_game_01_frame_637,0
dataset_2_game_01_frame_638,0
dataset_2_game_01_frame_639,4
dataset_2_game_01_frame_640,4
dataset_2_game_01_frame_641,4
dataset_2_game_01_frame_642,4
dataset_2_game_01_frame_643,4
dataset_2_game_01_frame_644,4
dataset_2_game_01_frame_645,4
dataset_2_game_01_frame_646,4
dataset_2_game_01_frame_647,4
dataset_2_game_01_frame_648,0
dataset_2_game_01_frame_649,0
dataset_2_game_01_frame_650,0
dataset_2_game_01_frame_651,0
dataset_2_game_01_frame_652,0
dataset_2_game_01_frame_653,0
dataset_2_game_01_frame_654,0
dataset_2_game_01_frame_655,0
dataset_2_game_01_frame_656,0
dataset_2_game_01_frame_657,0
dataset_2_game_01_frame_658,0
dataset_2_game_01_frame_659,0
dataset_2_game_01_frame_660,0
dataset_2_game_01_frame_661,0
dataset_2_game_01_frame_662,0
dataset_2_game_01_frame_663,0
dataset_2_game_01_frame_664,0
dataset_2_game_01_frame_665,0
dataset_2_game_01_frame_666,0
dataset_2_game_01_frame_667,0
dataset_2_game_01_frame_668,0
dataset_2_game_01_frame_669,0
dataset_2_game_01_frame_670,0
dataset_2_game_01_frame_671,0
dataset_2_game_01_frame_672,0
dataset_2_game_01_frame_673,0
dataset_2_game_01_frame_674,0
dataset_2_game_01_frame_675,0
dataset_2_game_01_frame_676,0
dataset_2_game_01_frame_677,0
dataset_2_game_01_frame_678,0
dataset_2_game_01_frame_679,0
dataset_2_game_01_frame_680,0
dataset_2_game_01_frame_681,0
dataset_2_game_01_frame_682,0
dataset_2_game_01_frame_683,0
dataset_2_game_01_frame_684,0
dataset_2_game_01_frame_685,0
dataset_2_game_01_frame_686,0
dataset_2_game_01_frame_687,0
dataset_2_game_01_frame_688,0
dataset_2_game_01_frame_689,0
dataset_2_game_01_frame_690,0
dataset_2_game_01_frame_691,0
dataset_2_game_01_frame_692,0
dataset_2_game_01_frame_693,0
dataset_2_game_01_frame_694,0
dataset_2_game_01_frame_695,0
dataset_2_game_01_frame_696,0
dataset_2_game_01_frame_697,0
dataset_2_game_01_frame_698,0
dataset_2_game_01_frame_699,0
dataset_2_game_01_frame_700,0
dataset_2_game_01_frame_701,0
dataset_2_game_01_frame_702,0
dataset_2_game_01_frame_703,0
dataset_2_game_01_frame_704,0
dataset_2_game_01_frame_705,0
dataset_2_game_01_frame_706,0
dataset_2_game_01_frame_707,0
dataset_2_game_01_frame_708,0
dataset_2_game_01_frame_709,0
dataset_2_game_01_frame_710,0
dataset_2_game_01_frame_711,0
dataset_2_game_01_frame_712,0
dataset_2_game_01_frame_713,0
dataset_2_game_01_frame_714,0
dataset_2_game_01_frame_715,0
dataset_2_game_01_frame_716,0
dataset_2_game_01_frame_717,0
dataset_2_game_01_frame_718,0
dataset_2_game_01_frame_719,0
dataset_2_game_01_frame_720,4
dataset_2_game_01_frame_721,4
dataset_2_game_01_frame_722,4
dataset_2_game_01_frame_723,4
dataset_2_game_01_frame_724,4
dataset_2_game_01_frame_725,4
dataset_2_game_01_frame_726,2
dataset_2_game_01_frame_727,2
dataset_2_game_01_frame_728,2
dataset_2_game_01_frame_729,2
dataset_2_game_01_frame_730,2
dataset_2_game_01_frame_731,2
dataset_2_game_01_frame_732,2
dataset_2_game_01_frame_733,2
dataset_2_game_01_frame_734,2
dataset_2_game_01_frame_735,2
dataset_2_game_01_frame_736,2
dataset_2_game_01_frame_737,2
dataset_2_game_01_frame_738,2
dataset_2_game_01_frame_739,4
dataset_2_game_01_frame_740,4
dataset_2_game_01_frame_741,4
dataset_2_game_01_frame_742,4
dataset_2_game_01_frame_743,2
dataset_2_game_01_frame_744,2
dataset_2_game_01_frame_745,2
dataset_2_game_01_frame_746,2
dataset_2_game_01_frame_747,2
dataset_2_game_01_frame_748,2
dataset_2_game_01_frame_749,2
dataset_2_game_01_frame_750,2
dataset_2_game_01_frame_751,2
dataset_2_game_01_frame_752,2
dataset_2_game_01_frame_753,2
dataset_2_game_01_frame_754,2
dataset_2_game_01_frame_755,2
dataset_2_game_01_frame_756,2
dataset_2_game_01_frame_757,2
dataset_2_game_01_frame_758,2
dataset_2_game_01_frame_759,2
dataset_2_game_01_frame_760,2
dataset_2_game_01_frame_761,2
dataset_2_game_01_frame_762,2
dataset_2_game_01_frame_763,2
dataset_2_game_01_frame_764,2
dataset_2_game_01_frame_765,2
dataset_2_game_01_frame_766,2
dataset_2_game_01_frame_767,2
dataset_2_game_01_frame_768,2
dataset_2_game_01_frame_769,4
dataset_2_game_01_frame_770,4
dataset_2_game_01_frame_771,4
dataset_2_game_01_frame_772,4
dataset_2_game_01_frame_773,4
dataset_2_game_01_frame_774,4
dataset_2_game_01_frame_775,4
dataset_2_game_01_frame_776,4
dataset_2_game_01_frame_777,4
dataset_2_game_01_frame_778,4
dataset_2_game_01_frame_779,0
dataset_2_game_01_frame_780,0
dataset_2_game_01_frame_781,0
dataset_2_game_01_frame_782,0
dataset_2_game_01_frame_783,0
dataset_2_game_01_frame_784,0
dataset_2_game_01_frame_785,0
dataset_2_game_01_frame_786,0
dataset_2_game_01_frame_787,0
dataset_2_game_01_frame_788,0
dataset_2_game_01_frame_789,0
dataset_2_game_01_frame_790,0
dataset_2_game_01_frame_791,0
dataset_2_game_01_frame_792,0
dataset_2_game_01_frame_793,0
dataset_2_game_01_frame_794,2
dataset_2_game_01_frame_795,2
dataset_2_game_01_frame_796,2
dataset_2_game_01_frame_797,2
dataset_2_game_01_frame_798,2
dataset_2_game_01_frame_799,2
dataset_2_game_01_frame_800,2
dataset_2_game_01_frame_801,2
dataset_2_game_01_frame_802,2
dataset_2_game_01_frame_803,2
dataset_2_game_01_frame_804,2
dataset_2_game_01_frame_805,2
